Identifiant station;Nom station;Station en fonctionnement;Capacité de la station;Nombre bornettes libres;Nombre total vélos disponibles;Vélos mécaniques disponibles;Vélos électriques disponibles;Borne de paiement disponible;Retour vélib possible;Actualisation de la donnée;Coordonnées géographiques;Nom communes équipées;Code INSEE communes équipées;station_opening_hours
1007;Turbigo - Française;OUI;16;0;15;7;8;OUI;OUI;2025-10-18T18:40:32+02:00;48.86358858111446, 2.3477794602513313;Paris;75056;
12037;Reuilly - Daumesnil;OUI;36;32;4;4;0;OUI;OUI;2025-10-18T18:39:09+02:00;48.8395385, 2.3972516;Paris;75056;
21309;Mairie d'Issy;OUI;41;2;39;31;8;OUI;OUI;2025-10-18T18:39:34+02:00;48.823767792468, 2.2723111510277;Issy-les-Moulineaux;92040;
16013;Mairie du 16ème;OUI;35;30;5;1;4;OUI;OUI;2025-10-18T18:36:06+02:00;48.863936848471994, 2.2765953093767166;Paris;75056;
18004;Place des Abbesses;OUI;12;4;6;0;6;OUI;OUI;2025-10-18T18:34:06+02:00;48.884542726149725, 2.3386867716908455;Paris;75056;
20008;Pyrénées - Avron;OUI;32;24;4;3;1;OUI;OUI;2025-10-18T18:38:36+02:00;48.853246898211985, 2.405871044529538;Paris;75056;
7012;Cité Vaneau;OUI;26;16;10;8;2;OUI;OUI;2025-10-18T18:39:25+02:00;48.8542210666207, 2.319614924490452;Paris;75056;
18034;Leibniz - Jean Dollfus;OUI;32;27;2;2;0;OUI;OUI;2025-10-18T18:40:30+02:00;48.896328348515986, 2.333390423834684;Paris;75056;
20024;Gambetta - Père Lachaise;OUI;29;28;1;0;1;OUI;OUI;2025-10-18T18:33:30+02:00;48.864295696165875, 2.398228667282044;Paris;75056;
12019;Gare de Reuilly - Picpus;OUI;28;24;2;1;1;OUI;OUI;2025-10-18T18:39:26+02:00;48.84267354116789, 2.3972943797707558;Paris;75056;
3010;Beaubourg - Michel-le-Comte;OUI;17;1;14;10;4;OUI;OUI;2025-10-18T18:40:29+02:00;48.862534941806, 2.3543103039265;Paris;75056;
20104;Louis Lumière.;OUI;22;19;3;2;1;OUI;OUI;2025-10-18T18:36:45+02:00;48.86216198070008, 2.41112578185621;Paris;75056;
18140;Porte de Clignancourt - Ney;OUI;40;25;12;6;6;OUI;OUI;2025-10-18T18:40:08+02:00;48.899641123987095, 2.344321422278881;Paris;75056;
14135;Jourdan - Cité Universitaire;OUI;39;33;5;0;5;OUI;OUI;2025-10-18T18:40:14+02:00;48.819897343156676, 2.3397007964124366;Paris;75056;
19002;Centquatre;OUI;42;34;3;2;1;OUI;OUI;2025-10-18T18:40:05+02:00;48.889333538455, 2.3707854375243;Paris;75056;
8110;Gare Saint-Lazare - Stockholm;OUI;32;28;1;0;1;OUI;OUI;2025-10-18T18:37:04+02:00;48.877127316667654, 2.322417162358761;Paris;75056;
9009;Square Montholon;OUI;21;15;5;4;1;OUI;OUI;2025-10-18T18:37:54+02:00;48.876620377545024, 2.3457641154527664;Paris;75056;
12156;Niger - Soult;OUI;24;22;0;0;0;OUI;OUI;2025-10-18T18:39:05+02:00;48.84369906369085, 2.410361237220498;Paris;75056;
10034;Louis Blanc - La Chapelle;OUI;21;15;3;0;3;OUI;OUI;2025-10-18T18:39:00+02:00;48.884008964514, 2.3599335551262;Paris;75056;
16102;Pergolèse - Marbeau;OUI;27;16;9;4;5;OUI;OUI;2025-10-18T18:39:18+02:00;48.873568706869, 2.2815125225299;Paris;75056;
6104;Herschel - Observatoire;OUI;56;47;5;4;1;OUI;OUI;2025-10-18T18:39:31+02:00;48.84342376221923, 2.3376645147800446;Paris;75056;
20034;Sorbier - Ménilmontant;OUI;24;20;3;0;3;OUI;OUI;2025-10-18T18:39:19+02:00;48.868542395661, 2.3897721245885;Paris;75056;
4021;Centre Georges Pompidou;OUI;26;3;19;10;9;OUI;OUI;2025-10-18T18:40:41+02:00;48.861419, 2.352581;Paris;75056;
13005;Cordelières - Arago;OUI;60;51;6;4;2;OUI;OUI;2025-10-18T18:35:51+02:00;48.83548071896613, 2.348572461702221;Paris;75056;
20001;Place de la Nation - Charonne;OUI;36;31;5;2;3;OUI;OUI;2025-10-18T18:40:13+02:00;48.848364667777, 2.3997623859813;Paris;75056;
19010;Emile Reynaud - Porte de la Villette;OUI;22;6;13;3;10;OUI;OUI;2025-10-18T18:40:32+02:00;48.90098953630053, 2.3887022584676743;Paris;75056;
17019;Phalsbourg - Villiers;OUI;20;19;1;0;1;OUI;OUI;2025-10-18T18:39:46+02:00;48.88242307900951, 2.3090453445911407;Paris;75056;
15132;Bargue -  Dutot;OUI;21;14;6;2;4;OUI;OUI;2025-10-18T18:39:43+02:00;48.837884, 2.308876;Paris;75056;
19201;Petit - Georges Thill;OUI;23;14;7;0;7;OUI;OUI;2025-10-18T18:38:03+02:00;48.88603131999171, 2.3895753175020222;Paris;75056;
41405;Place de l'Europe - Alfortville;OUI;24;7;17;7;10;OUI;OUI;2025-10-18T18:40:40+02:00;48.78913702405837, 2.4284800887107854;Alfortville;94002;
22301;Chausson - Gabriel Péri;OUI;22;15;6;5;1;OUI;OUI;2025-10-18T18:37:39+02:00;48.921891003481115, 2.2952306270599365;Gennevilliers;92036;
10011;Bourse du Travail;OUI;17;5;11;6;5;OUI;OUI;2025-10-18T18:38:13+02:00;48.868976638826, 2.3623438552022;Paris;75056;
20006;Pyrénées - Plaine;OUI;12;7;2;0;2;OUI;OUI;2025-10-18T18:35:08+02:00;48.85026702458, 2.4062821269035;Paris;75056;
21953;Gare de Bellevue;OUI;20;18;2;0;2;OUI;OUI;2025-10-18T18:32:57+02:00;48.8192404685572, 2.2295309230685234;Meudon;92048;
14137;Maurice d'Ocagne - General Maudhuy;OUI;30;13;16;13;3;OUI;OUI;2025-10-18T18:37:07+02:00;48.82414282524159, 2.3158789426088333;Paris;75056;
14019;Sarrette - Général Leclerc;OUI;22;19;1;0;1;OUI;OUI;2025-10-18T18:35:59+02:00;48.825030852925, 2.3264128693982;Paris;75056;
8028;Arsène Houssaye - Champs-Elysées;OUI;52;37;13;4;9;OUI;OUI;2025-10-18T18:36:36+02:00;48.873409276267, 2.2977904602885;Paris;75056;
3011;Turbigo - Réaumur;OUI;31;2;26;21;5;OUI;OUI;2025-10-18T18:39:34+02:00;48.865574047531, 2.3564198613167;Paris;75056;
8027;Mairie du 8ème;OUI;28;26;2;0;2;OUI;OUI;2025-10-18T18:36:38+02:00;48.877932, 2.318264;Paris;75056;
31709;Place de la Fraternité;OUI;22;14;7;4;3;OUI;OUI;2025-10-18T18:40:23+02:00;48.85716405838368, 2.422847449779511;Montreuil;93048;
22401;Charles de Gaulle - Plateau de Vanves;OUI;33;30;3;0;3;OUI;OUI;2025-10-18T18:39:03+02:00;48.82233088973263, 2.298571803412886;Malakoff;92046;
10027;Dunkerque - Alsace;OUI;20;17;1;0;1;OUI;OUI;2025-10-18T18:39:57+02:00;48.879355, 2.358379;Paris;75056;
21506;Maurice Payret-Dortail;OUI;22;21;0;0;0;OUI;OUI;2025-10-17T01:02:37+02:00;48.87811957063342, 2.2233625128865246;Suresnes;92073;
10006;Petites Ecuries - Faubourg Saint-Denis;OUI;28;0;24;14;10;OUI;OUI;2025-10-18T18:40:33+02:00;48.87287120589831, 2.3542150855064397;Paris;75056;
32013;Saint-Denis - Université;OUI;24;16;7;6;1;OUI;OUI;2025-10-18T18:35:53+02:00;48.94563430946964, 2.3638297989964485;Saint-Denis;93066;
12002;Lacuée - Lyon;OUI;16;1;15;8;7;OUI;OUI;2025-10-18T18:36:24+02:00;48.849268481958, 2.3704585433006;Paris;75056;
1102;Française - Etienne Marcel;OUI;37;5;30;29;1;OUI;OUI;2025-10-18T18:40:33+02:00;48.864053304653766, 2.347587011754513;Paris;75056;
4103;Archives - Rivoli;OUI;25;9;11;8;3;OUI;OUI;2025-10-18T18:40:35+02:00;48.857346707443, 2.3539767041802;Paris;75056;
15111;Olivier de Serres - Leriche;OUI;25;12;10;4;6;OUI;OUI;2025-10-18T18:40:35+02:00;48.83460221715206, 2.2957482933998112;Paris;75056;
14103;Maine - Liancourt;OUI;27;19;8;4;4;OUI;OUI;2025-10-18T18:38:40+02:00;48.835064363954, 2.323731449974;Paris;75056;
2021;Cléry - Montmartre;OUI;58;25;27;25;2;OUI;OUI;2025-10-18T18:40:27+02:00;48.867458, 2.3445211;Paris;75056;
3001;Beaumarchais - Saint-Gilles;OUI;51;6;42;38;4;OUI;OUI;2025-10-18T18:40:02+02:00;48.8580378, 2.3679352;Paris;75056;
24006;Adolphe Lalyre - Armand Silvestre;OUI;40;28;6;2;4;OUI;OUI;2025-10-18T18:40:24+02:00;48.90406266961591, 2.273416221141815;Courbevoie;92026;
9037;Parme - Clichy;OUI;24;13;10;3;7;OUI;OUI;2025-10-18T18:39:56+02:00;48.881266424227, 2.3281970934506;Paris;75056;
3009;Temple - Haudriettes;OUI;19;5;12;9;3;OUI;OUI;2025-10-18T18:40:40+02:00;48.861636880212, 2.3566960206458;Paris;75056;
7021;Bosquet - Saint-Dominique;OUI;28;4;21;17;4;OUI;OUI;2025-10-18T18:34:23+02:00;48.858651709526, 2.3037165802346;Paris;75056;
4014;Blancs-Manteaux - Archives;OUI;29;9;18;13;5;OUI;OUI;2025-10-18T18:40:19+02:00;48.85941800703, 2.3559471219778;Paris;75056;
2015;Louis le Grand - Italiens;OUI;33;9;21;14;7;OUI;OUI;2025-10-18T18:40:39+02:00;48.870508937204, 2.3340544619393;Paris;75056;
21110;Parc Roger Salengro;OUI;35;17;15;15;0;OUI;OUI;2025-10-18T18:39:28+02:00;48.905303858642, 2.31055945158;Clichy;92024;
21026;Sèvres - Général Leclerc;OUI;30;5;25;25;0;OUI;OUI;2025-10-18T18:39:28+02:00;48.830121559055, 2.2314262390137;Boulogne-Billancourt;92012;
2005;Montmartre - Etienne Marcel;OUI;16;3;13;8;5;OUI;OUI;2025-10-18T18:38:02+02:00;48.86502194581, 2.3450684401448;Paris;75056;
20029;Frères Flavien - Porte des Lilas;OUI;23;21;2;0;2;OUI;OUI;2025-10-18T18:38:01+02:00;48.8780992764359, 2.41104629853209;Paris;75056;
21507;Gardenat-Lapostol - Velettes;OUI;20;9;10;9;1;OUI;OUI;2025-10-18T18:37:06+02:00;48.87387, 2.224185;Suresnes;92073;
2003;Saint-Denis - Réaumur;OUI;32;6;21;17;4;OUI;OUI;2025-10-18T18:38:21+02:00;48.8661116315789, 2.3507790675507594;Paris;75056;
22306;Place du 17 Octobre;OUI;20;2;15;7;8;OUI;OUI;2025-10-18T18:39:37+02:00;48.91962690034779, 2.2978286134199792;Gennevilliers;92036;
22503;Joffre - Aigle;OUI;20;6;13;7;6;OUI;OUI;2025-10-18T18:39:25+02:00;48.904033, 2.245096;La Garenne-Colombes;92035;
3006;Mairie du 3ème;OUI;32;0;31;16;15;OUI;OUI;2025-10-18T18:39:09+02:00;48.86446178139141, 2.361762821674347;Paris;75056;
13017;Nationale - Vincent Auriol;OUI;33;28;4;0;4;OUI;OUI;2025-10-18T18:37:58+02:00;48.83252708397293, 2.362354410392119;Paris;75056;
4015;Mairie du 4ème;OUI;44;5;33;28;5;OUI;OUI;2025-10-18T18:38:28+02:00;48.855949910497, 2.3563823103905;Paris;75056;
12020;Cours de Vincennes - Soult;OUI;45;39;2;1;1;OUI;OUI;2025-10-18T18:40:38+02:00;48.846918761569, 2.4105220288038;Paris;75056;
19111;Cesaria Evora - Rosa Parks;OUI;39;25;13;6;7;OUI;OUI;2025-10-18T18:40:28+02:00;48.89717672825043, 2.3745173960924144;Paris;75056;
14132;Bézout - Général Leclerc;OUI;30;26;4;1;3;OUI;OUI;2025-10-18T18:39:46+02:00;48.82884804502439, 2.3285973072052;Paris;75056;
9111;Victoire - Laffitte;OUI;20;19;0;0;0;OUI;OUI;2025-10-18T18:36:18+02:00;48.87514373494672, 2.338118505144376;Paris;75056;
3012;Square Emile - Chautemps;OUI;25;0;21;14;7;OUI;OUI;2025-10-18T18:40:18+02:00;48.867433724231, 2.3536357283592;Paris;75056;
6031;Pierre Sarrazin - Saint-Michel;OUI;33;18;15;13;2;OUI;OUI;2025-10-18T18:40:01+02:00;48.850908146398, 2.342130728066;Paris;75056;
23702;Hôtel de Ville de Chaville;OUI;20;2;17;12;5;OUI;OUI;2025-10-18T18:39:49+02:00;48.80887149094033, 2.188134044408798;Chaville;92022;
48005;Eugène Varlin - Place de la Paix;OUI;23;23;0;0;0;OUI;OUI;2025-10-18T18:40:00+02:00;48.792862, 2.363093;Villejuif;94076;
14022;Didot - Mariniers;OUI;35;25;7;4;3;OUI;OUI;2025-10-18T18:38:46+02:00;48.82650543613106, 2.313136198271666;Paris;75056;
14133;Froidevaux - Boulard;OUI;35;30;3;2;1;OUI;OUI;2025-10-18T18:37:07+02:00;48.835147319625, 2.3294411972165;Paris;75056;
2002;Etienne Marcel - Montorgueil;OUI;28;2;24;19;5;OUI;OUI;2025-10-18T18:39:56+02:00;48.86450567259199, 2.3461959511041637;Paris;75056;
4012;Tiron - Rivoli;OUI;28;4;18;15;3;OUI;OUI;2025-10-18T18:39:49+02:00;48.855692253233, 2.3579058051109;Paris;75056;
19012;Lally-Tollendal - Armand Carrel;OUI;28;25;2;0;2;OUI;OUI;2025-10-18T18:38:08+02:00;48.88270066221072, 2.374717555940151;Paris;75056;
41208;Alouettes - Maréchal de Lattre de Tassigny;OUI;22;1;20;11;9;OUI;OUI;2025-10-18T18:40:39+02:00;48.85511009293948, 2.4930700287222862;Fontenay-sous-Bois;94033;
31001;Lagny - Auguste Blanqui;OUI;27;17;4;2;2;OUI;OUI;2025-10-18T18:37:34+02:00;48.84922568052601, 2.4218603968620305;Montreuil;93048;
42704;Mairie du Kremlin-Bicêtre;OUI;25;20;4;2;2;OUI;OUI;2025-10-18T18:38:47+02:00;48.81191981537702, 2.3570189997553825;Le Kremlin-Bicêtre;94043;
14023;Adolphe Pinard - Victor Hugo;OUI;52;43;5;1;4;OUI;OUI;2025-10-18T18:40:33+02:00;48.8236825874564, 2.3077843710780144;Malakoff;92046;
1014;Rivoli - Musée du Louvre;OUI;24;8;14;6;8;OUI;OUI;2025-10-18T18:40:07+02:00;48.86364636851945, 2.33409583568573;Paris;75056;
22502;Kléber - National;OUI;20;18;1;1;0;OUI;OUI;2025-10-18T18:37:06+02:00;48.906333898712234, 2.2393910586833954;La Garenne-Colombes;92035;
4017;Place de l'Hôtel de Ville;OUI;14;6;3;0;3;OUI;OUI;2025-10-18T18:40:28+02:00;48.8573314, 2.351458;Paris;75056;
3003;Fille du Calvaire - Turenne;OUI;29;10;17;8;9;OUI;OUI;2025-10-18T18:40:36+02:00;48.86210505412563, 2.3649600148200993;Paris;75056;
26006;Bas - Gabriel Péri;OUI;30;2;25;20;5;OUI;OUI;2025-10-18T18:39:07+02:00;48.91585580539625, 2.2948095202445984;Asnières-sur-Seine;92004;
5122;Saint-Michel - Luxembourg;OUI;29;25;3;1;2;OUI;OUI;2025-10-18T18:39:10+02:00;48.84501507626, 2.3394941166043;Paris;75056;
42026;Barbès - Monique Maunoury;OUI;40;38;2;1;1;OUI;OUI;2025-10-18T18:32:19+02:00;48.81552718820216, 2.3687169334905405;Ivry-sur-Seine;94041;
13125;Gare d'Austerlitz - Pont Charles de Gaulle;OUI;75;18;54;53;1;OUI;OUI;2025-10-18T18:40:24+02:00;48.842319830109, 2.3670300096273;Paris;75056;
21509;Gardenat Lapostol - Franklin Roosevelt;OUI;24;16;7;3;4;OUI;OUI;2025-10-18T18:36:48+02:00;48.871839, 2.222505;Suresnes;92073;
3005;Sainte-Elisabeth - Turbigo;OUI;33;4;26;24;2;OUI;OUI;2025-10-18T18:40:30+02:00;48.86610337431, 2.3596492409706;Paris;75056;
1012;Jean-Jacques Rousseau - Deux Ecus;OUI;22;6;15;10;5;OUI;OUI;2025-10-18T18:39:07+02:00;48.86297805972131, 2.3414635285735126;Paris;75056;
8036;Lisbonne - Monceau;OUI;47;41;5;1;4;OUI;OUI;2025-10-18T18:40:08+02:00;48.877455676814, 2.3096942214195;Paris;75056;
2004;Square Pierre Lazareff;OUI;16;0;13;5;8;OUI;OUI;2025-10-18T18:38:31+02:00;48.867141720746, 2.3483933508396;Paris;75056;
21215;Verdier - Jean Jaurès;OUI;33;33;0;0;0;OUI;OUI;2025-10-18T18:40:10+02:00;48.81614048711214, 2.3123561963438988;Montrouge;92049;
19130;Place Paul Delouvrier;OUI;42;38;3;0;3;OUI;OUI;2025-10-18T18:40:25+02:00;48.89197621431365, 2.3851288855075836;Paris;75056;
21706;Jean Bleuzen - Square du 11 Novembre;OUI;49;45;0;0;0;OUI;OUI;2025-10-18T18:37:39+02:00;48.8232579, 2.2965213;Vanves;92075;
21505;Édouard Vaillant - Place Jean Jaurès;OUI;24;15;9;3;6;OUI;OUI;2025-10-18T18:37:25+02:00;48.86265537999924, 2.2089037319128613;Suresnes;92073;
42211;Séminaire de Conflans - Liberté;OUI;26;17;7;2;5;OUI;OUI;2025-10-18T18:38:26+02:00;48.823194, 2.404179;Charenton-le-Pont;94018;
2016;Aboukir - Alexandrie;OUI;21;8;13;9;4;OUI;OUI;2025-10-18T18:40:10+02:00;48.86868344444473, 2.3502043269474897;Paris;75056;
12163;Hippodrome Paris-Vincennes;OUI;42;38;4;2;2;OUI;OUI;2025-10-18T18:40:28+02:00;48.82048387758518, 2.446271181106568;Paris;75056;
4018;Saint-Bon - Rivoli;OUI;31;8;23;21;2;OUI;OUI;2025-10-18T18:39:13+02:00;48.857999643315, 2.3502172809763;Paris;75056;
3002;Saint-Gilles - Turenne;OUI;18;4;12;8;4;OUI;OUI;2025-10-18T18:39:33+02:00;48.858158956779, 2.3647149920992;Paris;75056;
16044;Porte de Saint Cloud - Parc des Princes;OUI;32;6;26;22;4;OUI;OUI;2025-10-18T18:40:27+02:00;48.838662757066, 2.2525164484978;Paris;75056;
13054;Pau Casals - Neuve Tolbiac;OUI;78;35;41;36;5;OUI;OUI;2025-10-18T18:40:40+02:00;48.8311602, 2.3774395;Paris;75056;
4007;Place de la Bastille - Bourdon;OUI;35;2;30;25;5;OUI;OUI;2025-10-18T18:37:53+02:00;48.852364355271, 2.3681089282036;Paris;75056;
35012;Candale - Mehul;OUI;25;7;18;2;16;OUI;OUI;2025-10-18T18:39:34+02:00;48.8893935006175, 2.414379715919495;Pantin;93055;
5004;Saint-Jacques - Val de Grâce;OUI;19;17;1;0;1;OUI;OUI;2025-10-18T18:39:44+02:00;48.8417514, 2.3413893;Paris;75056;
44001;Quai Jules Guesde - Saint-Simon;OUI;30;13;15;10;5;OUI;OUI;2025-10-18T18:39:29+02:00;48.80391487219, 2.4089661620274;Vitry-sur-Seine;94081;
4009;Village Saint-Paul;OUI;28;0;26;23;3;OUI;OUI;2025-10-18T18:40:10+02:00;48.852639866625, 2.3607301712036;Paris;75056;
10041;Gare du Nord - La Chapelle;OUI;18;12;2;0;2;OUI;OUI;2025-10-18T18:39:17+02:00;48.884178287286, 2.3561057075858;Paris;75056;
2012;Choiseul - Quatre Septembre;OUI;44;5;5;2;3;OUI;OUI;2025-10-18T18:35:53+02:00;48.869935533187, 2.3359975218773;Paris;75056;
4101;Bastille - Beaumarchais;OUI;23;0;22;17;5;OUI;OUI;2025-10-18T18:40:05+02:00;48.853833463852, 2.3685702681541;Paris;75056;
9039;Chaussée d'Antin - Haussmann;OUI;28;6;21;16;5;OUI;OUI;2025-10-18T18:40:23+02:00;48.87243, 2.33359;Paris;75056;
33020;Waldeck Rochet - Germaine Tillon;OUI;31;25;3;0;3;OUI;OUI;2025-10-18T18:38:18+02:00;48.91105960199651, 2.3676301538944244;Aubervilliers;93001;
22506;Gare des Vallées;OUI;20;14;6;4;2;OUI;OUI;2025-10-18T18:36:25+02:00;48.913179, 2.257726;La Garenne-Colombes;92035;
32019;Place du 8 mai 1945.;OUI;30;15;9;7;2;OUI;OUI;2025-10-18T18:37:55+02:00;48.938882272105, 2.3566243797541;Saint-Denis;93066;
1025;Oratoire - Rivoli;OUI;18;8;8;4;4;OUI;OUI;2025-10-18T18:33:40+02:00;48.861342760889, 2.3400047421455;Paris;75056;
27001;Square Victor Basch;OUI;20;1;18;11;7;OUI;OUI;2025-10-18T18:39:30+02:00;48.914304862261, 2.2289156913757;Colombes;92025;
1018;Alger - Rivoli;OUI;21;10;8;6;2;OUI;OUI;2025-10-18T18:38:47+02:00;48.864773553495, 2.3294493936128;Paris;75056;
2008;Mairie du 2ème;OUI;28;17;9;5;4;OUI;OUI;2025-10-18T18:38:34+02:00;48.8672190355135, 2.3404625437747044;Paris;75056;
18015;Custine - Ramey;OUI;41;34;5;1;4;OUI;OUI;2025-10-18T18:35:38+02:00;48.888735896947, 2.3469526693225;Paris;75056;
1026;Place du Lieutenant Henri Karcher;OUI;30;7;22;16;6;OUI;OUI;2025-10-18T18:39:42+02:00;48.863490871724466, 2.3400671035051346;Paris;75056;
32024;Port - Confluence;OUI;26;21;4;2;2;OUI;OUI;2025-10-18T18:40:10+02:00;48.936093926526, 2.3436167797955;Saint-Denis;93066;
23101;Grande Rue - Europe;OUI;25;11;13;8;5;OUI;OUI;2025-10-18T18:40:22+02:00;48.8218104687602, 2.205879874527455;Sèvres;92072;
6201;Saint Pères - Saint Germain;OUI;22;9;11;9;2;OUI;OUI;2025-10-18T18:39:31+02:00;48.853729675265, 2.3300181032703;Paris;75056;
17106;Berthier - Porte de Clichy;OUI;24;6;17;13;4;OUI;OUI;2025-10-18T18:39:49+02:00;48.894222687781, 2.3125872006816;Paris;75056;
22601;Marx Dormoy - Château Sainte-Barbe;OUI;22;10;11;3;8;OUI;OUI;2025-10-18T18:39:34+02:00;48.791782341055324, 2.297856844961643;Fontenay-aux-Roses;92032;
1116;Ventadour - Opéra;OUI;27;9;16;9;7;OUI;OUI;2025-10-18T18:40:30+02:00;48.866810653323, 2.3343884482519;Paris;75056;
48008;Guy Môquet - Parvis Georges Marchais;OUI;30;30;0;0;0;OUI;OUI;2025-10-18T18:11:57+02:00;48.79518840095975, 2.35943466424942;Villejuif;94076;
1017;Saint-Honoré - 29 juillet;OUI;20;7;9;3;6;OUI;OUI;2025-10-18T18:40:03+02:00;48.86557114282421, 2.330567417577153;Paris;75056;
19202;Marseillaise - Grenade;OUI;45;34;9;0;9;OUI;OUI;2025-10-18T18:38:36+02:00;48.889371092747, 2.3979396821544;Paris;75056;
15040;Saint-Amand - Labrouste;OUI;36;29;6;2;4;OUI;OUI;2025-10-18T18:37:19+02:00;48.834097274832295, 2.3087677359581;Paris;75056;
5003;Le Goff - Gay-Lussac;OUI;35;32;3;0;3;OUI;OUI;2025-10-18T18:40:03+02:00;48.846102400979, 2.3412207886577;Paris;75056;
23107;Gare de Sèvres - Ville d'Avray;OUI;22;16;5;0;5;OUI;OUI;2025-10-18T18:38:54+02:00;48.826262366227, 2.2001516849313;Sèvres;92072;
17021;Jouffroy d'Abbans - Villiers;OUI;34;29;4;1;3;OUI;OUI;2025-10-18T18:40:25+02:00;48.884215547037, 2.3056533560157;Paris;75056;
6026;Saint-Placide - Cherche Midi;OUI;66;58;7;4;3;OUI;OUI;2025-10-18T18:40:01+02:00;48.8490535919234, 2.325317971408367;Paris;75056;
12164;Stade Pershing;OUI;26;5;20;3;17;OUI;OUI;2025-10-18T18:40:34+02:00;48.829107826857, 2.4583535268903;Paris;75056;
42018;Amédée Huon - Fort d'Ivry;OUI;31;29;1;0;1;OUI;OUI;2025-10-18T18:39:22+02:00;48.805131376899986, 2.388489693403244;Ivry-sur-Seine;94041;
12203;Nicolaï - Charenton;OUI;44;30;14;8;6;OUI;OUI;2025-10-18T18:37:42+02:00;48.835478791995, 2.392894725661;Paris;75056;
1023;Saint-Honoré - Musée du Louvre;OUI;32;19;13;11;2;OUI;OUI;2025-10-18T18:40:31+02:00;48.863443132848, 2.3348781846405;Paris;75056;
3007;Archives - Pastourelle;OUI;28;11;14;9;5;OUI;OUI;2025-10-18T18:40:32+02:00;48.8623615, 2.3595041;Paris;75056;
14201;Decrès - Alésia;OUI;30;27;2;0;2;OUI;OUI;2025-10-18T18:40:34+02:00;48.832200060759, 2.3139070151575;Paris;75056;
28005;Jean Jaurès - Paul Lafargue;OUI;28;19;7;1;6;OUI;OUI;2025-10-18T18:39:52+02:00;48.884933177666, 2.2484488785267;Puteaux;92062;
43403;Gare RER - Canadiens;OUI;40;38;2;0;2;OUI;OUI;2025-10-18T18:39:24+02:00;48.819659244971, 2.4644082766769;Joinville-le-Pont;94042;
35005;Quai de l'Aisne - Général Leclerc;OUI;27;18;8;4;4;OUI;OUI;2025-10-18T18:40:29+02:00;48.895713, 2.400571;Pantin;93055;
31020;Résistance - Parmentier;OUI;35;25;9;6;3;OUI;OUI;2025-10-18T18:39:24+02:00;48.85965138131299, 2.436705082654953;Montreuil;93048;
22603;Place de la Division Leclerc;OUI;34;33;0;0;0;OUI;OUI;2025-10-18T18:34:50+02:00;48.793824988636516, 2.2731140430551027;Fontenay-aux-Roses;92032;
18112;Arthur Ranc - Hôpital Bichat;OUI;26;26;0;0;0;OUI;OUI;2025-10-18T18:38:04+02:00;48.8978712500682, 2.333521842956543;Paris;75056;
12113;Cardinal Lavigerie;OUI;46;33;13;10;3;OUI;OUI;2025-10-18T18:40:16+02:00;48.832934193699835, 2.402636749399156;Paris;75056;
16139;Suresnes - Muette à Neuilly;OUI;30;27;2;0;2;OUI;OUI;2025-10-18T18:40:16+02:00;48.868570404348, 2.266000919044;Paris;75056;
21119;Belfort - Victor Hugo;OUI;24;12;8;5;3;OUI;OUI;2025-10-18T18:35:07+02:00;48.9018492, 2.3172724;Clichy;92024;
42028;Verdun - Carnot;OUI;28;27;0;0;0;OUI;OUI;2025-10-18T18:40:21+02:00;48.808439376064946, 2.373795211315155;Ivry-sur-Seine;94041;
16010;Belles Feuilles - Place de Mexico;OUI;23;22;1;0;1;OUI;OUI;2025-10-18T18:39:13+02:00;48.865804746474, 2.2829206287861;Paris;75056;
12166;Parc Floral du Bel Air;OUI;25;14;7;1;6;OUI;OUI;2025-10-18T18:39:43+02:00;48.839285711865735, 2.438560165464878;Paris;75056;
16201;Porte Dauphine;OUI;65;60;5;4;1;OUI;OUI;2025-10-18T18:39:25+02:00;48.871139344351, 2.2749781616017;Paris;75056;
42019;Lampes;OUI;43;13;29;26;3;OUI;OUI;2025-10-18T18:38:41+02:00;48.81152481985875, 2.4017931148409843;Ivry-sur-Seine;94041;
23042;André Theuriet - Blagis;OUI;30;10;19;3;16;OUI;OUI;2025-10-18T18:40:06+02:00;48.77977325745441, 2.3130525648593903;Bourg-la-Reine;92014;
32020;Jules Guesdes - Carnot;OUI;16;3;12;10;2;OUI;OUI;2025-10-18T18:39:37+02:00;48.93828169931872, 2.3508992046117783;Saint-Denis;93066;
32022;Henri Barbusse - Marcel Cachin;OUI;37;19;17;7;10;OUI;OUI;2025-10-18T18:39:11+02:00;48.93742089281, 2.3720374971659;Saint-Denis;93066;
1008;Les Halles - Saint-Eustache;OUI;32;22;10;7;3;OUI;OUI;2025-10-18T18:40:32+02:00;48.86362695901683, 2.342623919248581;Paris;75056;
27006;Victor Hugo - Gare;OUI;22;5;17;13;4;OUI;OUI;2025-10-18T18:37:09+02:00;48.923133952658, 2.2600970417261;Colombes;92025;
2006;Place des Victoires;OUI;24;9;14;8;6;OUI;OUI;2025-10-18T18:40:39+02:00;48.8660354, 2.3420333;Paris;75056;
1015;Place André Malraux;OUI;37;3;32;31;1;OUI;OUI;2025-10-18T18:40:34+02:00;48.863925158727, 2.3356226831675;Paris;75056;
19046;Porte de Pantin.;OUI;33;28;2;0;2;OUI;OUI;2025-10-18T18:39:18+02:00;48.889199725577, 2.3950181901455;Paris;75056;
